Hypervolume;Run
0.16666666666666663;0
0.3157894736842105;1
0.3157894736842105;2
0.4473684210526316;3
0.5701754385964912;4
1.1578947368421053;5
1.7960526315789476;6
2.508771929824561;7
2.8947368421052633;8
2.8947368421052633;9
2.8947368421052633;10
